company,jobrequest,salary,tags,title
成都瑞熠卓远科技有限责任公司,"阿里云主要提供云服务器，对象储存，域名注册，云数据库，人工智能，人脸识别等服务。您需要了解阿里云的基础知识（我们会给予培训，大家有个基础了解即可，主要进行市场推广，我们有专业的技术人员进行技术支持）,岗位职责：,接受阿里云平台客户咨询，平台活动推广，（比如优惠活动，新产品告知等）,上班时间：朝九晚六/周末双休,岗位要求：,大专，不限专业，18～35岁；,条件特别优秀者可放宽到高中,薪资待遇：,1.保底4000+奖金=综合7000以上;（不定期考核涨薪）带薪培训；,2.入职即买六险一金；,3.丰厚年终奖。,4.带薪培训，不定期加薪机会；,5.享受节日费、降温费取暖费、开工利是、生日福利等各种现金福利；,6.丰富的团队活动（团建、节日主体活动、年会等）；,7.属于集团正编员工，签正式合同，每年一次免费体检。,工作地址：,成都 高新区 软件园",6-8千/月,成都  |  无工作经验  |  招10人  |  08-14发布,7K，朝九晚六 阿里云人脸识别推广专员1aa
君晟合众（北京）科技有限公司,"岗位要求：,1、  具备较强的数学功底，熟悉图像处理、模式识别、计算机视觉等方法理论和算法；,2、  对深度学习理论有深刻理解，掌握caffe、torch、tensorflow、theano等开源深度学习框架，链接常用深度学习架构，如CNN、RNN、GAN；熟悉网络压缩技术；,3、  极佳的工程实现能力，精通C/C++、Matlab、Python等至少一门语言；,4、  熟悉目标检测、跟踪、识别、多模态学习等相关技术，有较好的研究成果者优先,5、  有视频监控分析、行人行为分析、车辆检测等实际项目经验者优先；,6、  具有团队合作精神，思维活跃，能快速学习新知识、新技术。,工作职责：,1、  具备较强的数学功底，熟悉图像处理、模式识别、计算机视觉等方法理论和算法,2、  负责人脸相关识别算法研究与转化落地；,3、  各类深度学习、图像理解相关算法的研究、实现和完善，设计文档的编写；,4、  为其他部门提供所需要的技术支持；,5、  具有团队合作精神，思维活跃，能快速学习新知识、新技术,6、  熟悉目标检测、跟踪、识别、多模态学习等相关技术，有较好的研究成果者优先",2-4万/月,北京-朝阳区  |  3-4年经验  |  大专  |  招2人  |  08-14发布,人脸识别算法工程师
深圳市奔凯安全技术股份有限公司,"岗位职责：,1、负责协助销售拜访公司客户进行产品、方案技术交流，针对用户需求深入分析，帮助用户提供解决方案；,2、负责公司产品的售前技术支持（安防监控，人脸识别），有效地进行售前咨询、整体规划、整体方案设计，完成项目售前工作PPT编写、CAD/Visio或3D作图，系统演示环境等引导客户技术和产品选型；,3、负责项目的咨询和实施建议服务，为客户提供专业的咨询服务，完成需求分析、方案制定、讲解和推进等工作，从技术层面建立信任关系，展现公司专业性；,4、负责需地进行招投标项目时为客户撰写系统技术设计方案建议书和投标书，负责技术方案讲解及用户答疑等工作；,5、负责定期组织相关产品、方案培训，完成对公司其他人员（销售、售前、售后工程师等）进行产品或技术培训工作；,6、负责安排和配合客户要求的业务功能进行测试，并根据用户情况提供测试报告；,任职要求：,1、熟悉业界各专业厂商主流配套产品，方案，渠道，包括但不限于大华、海康、宇视等；,2、熟悉人脸识别厂商、产品、方案、应用场景，园区一卡通，视频门禁等厂商、产品和方案；,3、大学专科及以上学历（获得学位）；,4、熟悉售前工作流程，能探知用户需求，具备良好的建议书、解决方案写作技能；,5、有较强的学习能力，语言表达能力和沟通能力强，可以清晰的给客户传达产品的功能和亮点，具备要求控制和需求引导能力；,6、具有5年以上工作经验，至少1年以上售前技术经验，有实力者的可适量放宽条件；",1.2-1.8万/月,深圳-福田区  |  5-7年经验  |  大专  |  招1人  |  08-14发布,人脸识别售前解决方案经理
浙江帝杰曼信息科技股份有限公司,,4.5-6千/月,温州  |  1年经验  |  大专  |  招3人  |  08-14发布,人工智能（人脸识别）项目经理
任子行网络技术股份有限公司,"岗位职责,1、负责人工智能+智慧城市类项目的整体规划、顶层设计、可行性研究、方案设计；,2、负责推动人工智能相关技术在智慧城市业务的支持和落地；,3、负责对公司现有产品线进行策划和组织，并借鉴业内领先产品和经验，编制人工智能+智慧城市解决方案；,4、负责面向客户和市场，站在行业高度，配合售前解决方案团队开展解决方案的建设、研究、跟踪、管理和推广。,任职条件,1、IT相关专业本科及以上学历，五年以上政府信息化工作经验；,2、具备3年以上智慧城市领域技术支撑工作经验，有独立主导负责大型智慧城市项目全盘（涵盖咨询、规划、设计、建设全过程）技术支持经验；,3、熟悉业界智慧城市建设思路，熟悉智慧城市领域相关应用及解决方案，熟悉物联网、云计算、移动互联网、大数据等新兴信息技术；,4、具有较强的分析、撰写方案能力，优秀的沟通技巧、演讲能力和文档呈现能力；,5、善于学习交流，团队意识和合作精神好，能承受工作压力，能够适应出差。",1-2.5万/月,深圳-南山区  |  3-4年经验  |  招1人  |  07-25发布,产品经理（偏市场）-GA-人脸识别应用-深圳-00601
上海钊芃实业有限公司,岗位职责： 计算机相关专业，精通图像处理、人脸识别理论和算法，尤其对视频中大规模人脸识别，有很好的研究积累和创新能力； 对计算机视觉有深入学习了解应用的优先； 对机器学习、深度学习有较深理解和应用，能独立开展研发工作； 极佳的工程实现能力，精通C/C++、Python等至少一门语言； 思维活跃，能快速学习新知识，对技术研发富有激情； 有监控场景人脸相关算法研发经验者优先 拥有海外研发经历、国际顶尖学术论文，参加过CV领域有影响力的竞赛例如FDDB、TRECVID、LFW、300W等并取得较好名次，优先考虑。  ,30-100万/年,上海-浦东新区  |  3-4年经验  |  本科  |  招1人  |  07-26发布,人脸识别研发工程师
江苏十月中宸科技有限公司,"岗位职责：,1.根据公司自动化装配解决方案的定位，开发对应的人工智能技术架构；,2.搭建能够用于工作站或者线体上的人工智能算法，给客户提供自动化装配的产品；,3.负责核心代码的编写与调试，完成人工算法的实现。,职位要求：,1、硕士以上学历，电子工程，数学，计算机，信号处理、智能控制,机器视觉,电子信息等相关专业优先，一年及以上经验；,2、能利用OpenCV 进行特定物体识别的设计；,3、熟悉图像识别、特征检测、深度学习算法和理论、良好的数值分析专业背景，精通Python语言；,4、熟悉物体（行人、车辆、人脸、通用目标）检测、跟踪与识别算法，熟悉图像理解（分类、分割等）、视频分析算法；,5、熟悉计算机图像处理,通过CCD或摄像头信号进行图像处理进行目标对象识别；熟悉CNN，RCNN，FRCNN，BOOST，SVM其中至少一种，并且有实战经验；精通Caffe、MxNet、Tensorflow、Cuda-convnet、Torch等任一种深度学习开源框架,6、有较强的学习能力和实际动手能力。有人脸识别，机器人，运动识别，双(单)目立体视觉等方面的研发经验者优先 。",0.8-1.5万/月,无锡-滨湖区  |  1年经验  |  硕士  |  招1人  |  07-27发布  |  计算机工程 电子信息科学与技术,人工智能开发工程师（人脸识别）(职位编号：31)
深圳奥比中光科技有限公司,,1-2万/月,深圳-南山区  |  无工作经验  |  本科  |  招1人  |  07-31发布,应用开发工程师-3D人脸识别方向
苏州思源科安信息技术有限公司,,1-1.5万/月,西安-高新技术产业开发区  |  无工作经验  |  本科  |  招1人  |  07-31发布,人脸识别算法工程师
广州麦仑信息科技有限公司,"1、负责人脸识别的算法研究和实现；,2、通过持续优化人工智能识别算法和机器学习模型，提升人脸识别的准确度和效率；,3、负责人脸识别的研发、产品化落地；,4、负责跟进行业前沿技术发展趋势，跟踪国际最新算法发展方向和相应技术。,岗位要求：,1、计算机或者图像处理、模式识别、机器学习等相关专业，本科及以上学历；,2、了解当前人脸识别的方法，能够跟踪最新的研究方向；,3、能够流畅阅读英文文献；有图像处理/信号处理/模式识别/统计分析的相关背景知识；,4、熟练掌握Python/Matlab/C++，有一定的软件开发项目经验；,5、有相关工作经历或实验室背景优先；熟练掌握CUDA编程者优先；,6、具有较强的团队合作、发现问题、解决技术问题的能力，思路清晰，可提出创新解决方案。,公司福利：,1、公司实行5天8小时工作制、法定假期按国家规定执行。,2、提供:养老、医疗、失业，意外，工伤，生育保险及公积金。,3、提供带薪年休假、婚假、产假、看护假、病假、丧假等假期。,4、丰富的文化生活：羽毛球、篮球、下午茶、生日会、旅游等等。,5、公司提供丰富的工作餐、年终奖金。,公司地址：,1、广州市天河区花城大道85号 高德置地广场A座2304单元,2、  广州开发区科学城科学大道8号励弘文创旗舰园G座5楼,联系方式：  HR吴小姐 15521052950, 邮箱：      wujj@melux.com",1.5-2万/月,广州-天河区  |  3-4年经验  |  本科  |  招1人  |  08-02发布,人脸识别算法资深工程师(职位编号：12)
广州御银金融服务有限公司,"【岗位职责】,1、负责公司人脸识别、视频监控等的集成项目销售工作；                            , 2、开拓市场，发展新客户；,3、依据销售目标，制定销售策略及实施达成计划；,4、维护客户关系以及客户间长期战略合作计划。,【任职要求】,1、大专或以上学历；,2、二年以上幼教从业经验 或熟悉幼儿园渠道销售经验、信息化建设等学校政府采购业务经验；                                                  3、具团队合作精神，良好的沟通能力；,4、对销售工作有较高的热情，抗压能力强，挑战高薪；,5、敏锐的市场洞察力，强烈的企图心、责任心和积极的工作态度；,广州、北京、深圳各招1人。",6-7千/月,广州-黄埔区  |  3-4年经验  |  大专  |  招3人  |  08-03发布,销售经理（人脸识别项目）
重庆云鬟科技股份有限公司,"1、人脸识别，活体检测，图像识别等相关前沿技术的研究；,2、对现有算法基于特定场景进行优化和改进，负责相关算法的产品化落地；,3、带领和指导算法团队在学术研究方面取得突破。,1、硕士及以上学历，模式识别、图像处理、计算机视觉、数学等相关专业；,2、熟悉机器学习、深度学习算法，熟练掌握CNN、RNN、深度增强学习等至少一种算法原理；,3、有图像处理，人脸识别，模式识别相关的研究或工作经验；,4、熟悉C，C++等（至少一种）计算机编程语言，可以利用matlab，python等快速实现相关算法；,5、有较好的相关研究成果（学术论文，算法竞赛）优先考虑；,6、熟悉caffe、Tensorflow、Torch、Theano、MxNet、CNTK等至少一种深度学习框架；,7、熟练掌握计算机视觉领域基本方法，且具有一定的相关项目经验（具有人脸识别、物体检测识别、3D建模等相关算法研发经验优先；,8、熟练掌握机器学习领域基本方法，且具有一定的实用经验（熟悉boosting、svm、神经网络等算法，有深度学习实用经验优先）。",0.6-1.5万/月,重庆-九龙坡区  |  无工作经验  |  硕士  |  招1人  |  08-03发布,人脸识别技术工程师-重庆云鬟科技股份有限公司
深圳市俊竹科技有限公司,"1、负责图像和视频方向的算法研究和开发；,2、人脸识别、性别分析、年龄分析，客流统计算法经验优先,5、有3年以上相关项目经验；,6、C/C++编程，熟悉openCV等常用算法库；,7、有较强的文献阅读和算法实现能力；,8、有良好的团队合作和沟通能力。,此职位招***人员，合作共赢",30-40万/年,深圳-龙华新区  |  无工作经验  |  招2人  |  08-06发布,图像算法人脸识别合作
北京文通科技有限公司,"岗位职责：,  ,   （4）协助部门总监，做好本部门的产品规划，并及时向研发部门反馈市场需求； ,  ,          （1）专科或专科以上学历，电子类、理工科或者市场营销专业优先； ,  （2）2年及2年以上行业销售经验；熟练使用office等各种办公工具   ； ,          （5）思路敏捷、自信、热爱挑战，有良好的职业道德和团队精神； ,薪资待遇,基本薪资（8-10k具体面谈）+年终奖（1-2月薪资）+销售提成+补贴",0.8-1万/月,北京  |  2年经验  |  大专  |  招1人  |  08-08发布,人脸识别销售经理
广东顺畅科技有限公司, ,1-1.5万/月,江门  |  3-4年经验  |  招1人  |  08-08发布,人脸识别产品工程师
杭州真鹏科技有限公司,"1. 计算机或者数学、图像处理、模式识别、机器学习相关专业；,2. 熟练掌握模式识别领域相关知识，具有研究和开发相关产品核心算法的经验;,3.  熟悉应用vc，Python，matlab等编程工具；,4. 有扎实的数字图像处理、机器学习和模式分类等相关方面的理论基础和实践经验；,5. 有相关人脸识别工作经验者优先；",1-1.5万/月,杭州-余杭区  |  无工作经验  |  招2人  |  08-10发布,人脸识别/图像算法工程师
深圳贝特莱电子科技股份有限公司,,1-3万/月,深圳  |  3-4年经验  |  本科  |  招若干人  |  08-11发布,算法工程师（3D人脸识别）
厦门讯翼信息科技有限公司,"岗位职责：,1. 与商务、研发人员密切配合，深入理解业务需求，竞争情况及市场前景；,2. 负责梳理业务流程，按需进行产品规划、设计和定义，并与研发团队紧密协作；,3. 跟进产品开发、测试的质量和进度控制，协调和推动研发团队按时完成产品开发、高质量上线；,4. 通过数据分析和商业敏锐观察持续优化产品设计，提升产品体验。,职位要求：,1. 本科及以上学历，计算机及相关专业；,2. 对数据敏感，有较强的数据分析能力，条理清晰，逻辑性强，结果导向；,3. 具有良好的自我驱动能力、学习能力和沟通表达能力，能快速适应变化，具有高度的工作积极性和责任心；,4. 有计算机视觉，数据挖掘，机器学习相关经验优先，有产品经理岗位相关实习经历优先。,待遇及福利：,1. 基本工资3500元。,2. 绩效工资800元。,3. 五险。,4. 一年以上员工提供住房公积金。,5. 项目管理奖励（不低于双薪）。,6. 相关专业类考试奖励。,7. 每年提供一次体检。,8. 相关技术专业培训。",3-4.5千/月,厦门  |  2年经验  |  招若干人  |  08-12发布,智能化人设备产品经理（人脸识别）
杭州经纬信息技术股份有限公司,"  ,  ,  ,；,  ,  ,；,  ,；,  ,  ,  ",1.5-2万/月,杭州  |  3-4年经验  |  本科  |  招2人  |  08-13发布  |  英语熟练,图像算法工程师（人脸识别方向）
越亮传奇科技股份有限公司,"岗位职责：,1、从事IPTV业务研发，可完成前后端开发,2、人脸识别系统研发，可完成算法集成、接口封装及调用、后台数据处理等,岗位要求/任职资格：,1.学历要求一类大学本科以上，计算机、通信、自动化专业；,2.2年以上软件开发经验；,3. 熟练掌握Java编程，有一定python、shell编程基础优先,4. 国家211或985大学本科或研究生学历优先；,综合能力及素质要求（C）：,1.对软件技术有浓厚的兴趣，思路敏捷开阔； ,2.具有良好的编码习惯，良好的文档书写能力； ,3.良好的沟通和表达能力，良好的执行能力。",1-2.5万/月,广州  |  2年经验  |  本科  |  招2人  |  08-13发布,Java工程师（IPTV和人脸识别）
深圳市大道智创科技有限公司,"1.负责视频中人脸识别、人体跟踪等图像识别技术研究及算法识别；,2.负责监控环境下的人脸识别技术的算法研发和工程优化；,3.负责第三方图像识别服务的集成工作。,1.计算机相关专业，熟悉图像处理、人脸识别理论和算法，对视频流内大规模人脸识别检测有研究经历者优先；,2.对深度学习有较深理解和应用，能开展深度学习研发；,3.能够快速基于第三方商业公司提供的服务进行集成应用，并针对实际场景进行工程优化；,4.极佳的工程实现能力，精通C/C++、Java、Python等至少一门语言；,5.思维活跃，能快速学习新知识，对技术研发富有激情；,6.具有良好的沟通能力和团队合作精神；,7.本科及以上学历。",0.8-1.5万/月,深圳-南山区  |  2年经验  |  本科  |  招1人  |  08-13发布,人脸识别工程师
四川长虹佳华信息产品有限责任公司,"1、 专科以上学历，3年以上安防或系统集成行业销售经验； ,2、 内外沟通能力强，对新技术学习能力强； ,3、 有互联网，人工智能，机器人销售经验优先； ,4、 有较强的对内、对外沟通协调能力；有较强的抗压能力 ,5、 做事认真，仔细，有很强的责任感，项目跟踪、项目执行力较强 ,6、 有PMP资格证书优先者 ,7、 能适应出差。",0.8-1万/月,北京  |  2年经验  |  大专  |  招1人  |  08-13发布,渠道销售（人脸识别产品）
四川长虹佳华信息产品有限责任公司,"1、 专科以上学历，3年以上安防或系统集成行业销售经验； ,2、 内外沟通能力强，对新技术学习能力强； ,3、 有互联网，人工智能，机器人销售经验优先； ,4、 有较强的对内、对外沟通协调能力；有较强的抗压能力 ,5、 做事认真，仔细，有很强的责任感，项目跟踪、项目执行力较强 ,6、 有PMP资格证书优先者 ,7、 能适应出差。",0.8-1万/月,上海-静安区  |  2年经验  |  大专  |  招1人  |  08-13发布,渠道销售（人脸识别产品）
北京若森数字科技股份有限公司,,1.5-3万/月,北京-昌平区  |  3-4年经验  |  招若干人  |  08-13发布,人脸识别技术开发工程师
阿里巴巴集团,,,北京  |  5-7年经验  |  本科  |  招1人  |  08-14发布,友盟-线下数据采集-人脸识别方向(职位编号：GP054414)
上海古鳌电子科技股份有限公司,"岗位职责：,1、研究开发人脸检测与识别算法，并负责把算法移植到各类服务器和嵌入式平台；,2、负责人脸识别产品和系统的方案制定，完成人脸识别相关应用的开发；,3、负责开发各种操作系统平台的人脸识别SDK；,4、负责人脸检测与识别技术的跟踪、研究和分析。,岗位要求,1. 计算机，数学相关专业学历本科；,2.  3-5年工作经验；,3.  有相关工作有经验优先。",2-4万/月,上海-普陀区  |  3-4年经验  |  本科  |  招1人  |  08-14发布,人脸识别与活体检测算法工程师
上海鲲博通信技术有限公司,,1.5-2万/月,上海  |  2年经验  |  本科  |  招2人  |  08-13发布,人脸识别/疲劳驾驶算法工程师
平安科技（深圳）有限公司,,1.5-3万/月,深圳-福田区  |  无工作经验  |  本科  |  招2人  |  08-14发布,人脸识别运维开发工程师（深圳）
深圳市赛为智能股份有限公司,"岗位职责：,1、参与人脸识别项目的需求、设计、代码编写、文档整理等工作；,2、进行专项技术方向的研究工作；,3、解决测试过程中发现的问题；,4、参与新技术或新功能的预研；,5、完成领导交代的其他工作。,任职要求：,1、本科及以上学历，计算机相关专业（能力突出可放宽）； ,2、三年以上java开发经验，熟练掌握HTML、XML、CSS、ajax、JavaScript等web开发技术；,3、精通spring、spring mvc、ibatis框架并了解其工作原理； ,4、有抽象设计能力，熟悉代码重构，能够用面向对象原则组织代码，熟悉常用的开发模式；,5、精通SQL，熟悉SQLSERVER/Oracle/Mysql关系数据库中的一种；,6、熟练使用和配置一种或一种以上的主流应用服务器（WebLogic，JBOSS,Tomcat)；,7、熟悉分布式系统的设计和应用，熟悉分布式、缓存、消息、负载均衡等机制和实现，熟悉系统优化和性能分析，具有分布式服务框架开发使用经验优先；,8、热爱技术，有很强的钻研能力，乐于接受有挑战性的任务；,9、有视频流文件和图像处理开发经验优先考虑。",1-1.5万/月,深圳  |  2年经验  |  本科  |  招1人  |  08-14发布,Java开发工程师（人脸识别）
广州洪森科技有限公司,"高底薪+高提成+奖金+五险一金+晋升机会,根据AI事业部的月/季/年度的销售计划，完成人脸闸机、人脸门禁机、人证管理系统（门禁、访客、签到）等人脸识别产品的销售目标；,任职要求：,1、具备良好的人际沟通能力、团队协作能力、分析能力、学习能力、自我管理能力和抗压能力；,2、有明确的工作目标，有挑战自我，挑战高薪的意愿；,3、工作适应能力强，能够配合公司安排，可接受出差；,4、熟悉掌握商务谈判技巧，能够挖掘客户需求并对客户进行积极引导，为客户提供整体的解决方案，保持和客户的良好沟通；,5、5年以上营销经验，熟悉掌握营销技巧及市场推广方法，并拥有完整的市场拓展思路，能够积极调整思路并完成公司规定的销售任务。,6、熟悉安防和人脸识别行业， 有人脸识别产品（如人脸闸机、门禁机，访客机）行业销售或者渠道销售经验及渠道销售资源优先考虑。",5-8千/月,广州-番禺区  |  3-4年经验  |  招若干人  |  08-14发布,人脸识别/车牌识别销售/大客户销售经理
深圳市迈科龙电子有限公司,,1.5-2万/月,深圳-南山区  |  无工作经验  |  硕士  |  招2人  |  08-14发布  |  英语  |  信息安全 计算机科学与技术,深度学习开发工程师（人脸识别）
杭州海康威视数字技术股份有限公司,"工作职责：,指纹识别、人脸识别算法的研究、设计与实现。,岗位要求：,1.硕士及以上学历，计算机、信号处理、图像处理及信息类专业，4年以上工作经验； ,2.有较好数学基础，较强的人脸识别算法开发能力； ,3.掌握c/c++或matlab语言，能编程实现视音频处理类算法；,4.较强的论文检索，英文专业文献阅读能力；,5.较强的沟通与协作能力。",2.5-3万/月,杭州-滨江区  |  3-4年经验  |  硕士  |  招2人  |  08-14发布,研究院-高级算法工程师(人脸识别)
北京海清数字技术有限公司,"1、负责人脸识别/安防工程项目技术方案制定。,2、负责人脸识别/安防工程项目现场的系统调试。,3、负责人脸识别/安防工程项目的售后维护。,4、配合技术方案演示，协助销售完成项目支持工作； ,5、负责对用户、渠道等进行产品技术安装指导与培训； ,6、配合相关人员进行产品推广演示，解答用户相关技术问题； ,7、完成上级领导安排的其他工作任务。,1、大专及以上学历。,2、计算机或电气或者自动化相关专业；,3、熟悉计算机系统，软件及网络等相关知识； ,4、熟悉建筑智能化和弱电等项目工程实施程序及相关知识；,5、了解人工智能视频监控、报警、门禁、综合布线等弱电系统的相关知识,6、具备良好学习能力、沟通能力、执行能力、动手能力强。  ,7、具有很好的团队精神，有较强的沟通协调能力；   ,                                                                    ,8、可以适应短期出差。",4.5-6千/月,北京-昌平区  |  1年经验  |  大专  |  招若干人  |  07-21发布  |  英语一般  |  计算机科学与技术 电气工程及其自动化,技术支持工程师（人脸识别）
北京搜狗科技发展有限公司,,2-3.5万/月,北京-海淀区  |  5-7年经验  |  招1人  |  07-12发布,图片搜索-人脸识别研究员-北京-02752
北京医帮管家科技有限公司,"职责描述：,1、人脸识别算法的研究与实现；,2、评测数据的整理及评估指标建立；,3、编写训练、预测代码；,4、参与产品研发过程，根据需求设计相应的算法。,任职要求：,1、在人脸识别技术领域有2年以上算法经验；,2、熟悉深度学习原理，熟练使用常见的深度学习训练工具；,3、熟悉Linux操作系统，熟练使用C/C++编程语言；,4、在***会议、期刊有论文发表，在LFW，FDDB，WiderFace，Megaface，Youtube Face等公开评测中取得好成绩者优先。",2-4万/月,北京-朝阳区  |  5-7年经验  |  本科  |  招1人  |  07-23发布,人脸识别算法研究员
