company,jobrequest,salary,tags,title 
传神语联网网络科技股份有限公司,"岗位职责：,1、负责公司项目架构设计，根据产品业务需要，分析、设计与实现系统设计方案，并带领技术团队实现落地； ,2、负责项目设计方案评审及改进，指导其他工程师的设计开发工作，保障整体项目代码质量； ,3、负责各种技术难题攻关，性能优化； ,4、负责技术团队管理工作。 ,岗位要求： ,1、本科以上学历，计算机、软件工程等相关专业毕业，5年以上Java项目开发经验， 2年以上系统架构设计及团队管理经验； ,2、精通java主流框架、JVM并精通其原理，具备较强设计方案能力，逻辑思维清晰，有扎实的代码功底； ,3、精通Oracle、MySQL、SQLServer等主流关系型数据库，熟悉Tomcat、Weblogic、Apache、Nginx等应用服务器，熟悉它们性能优劣； ,4、 熟悉常见的一些解决方案及其原理：单点登录、分布式缓存、SOA、全文检索、消息中间件，负载均衡、连接池、nosql、流计算等技术，熟悉java高级特性，并且有在大型项目独立设计经验； ,5、有高并发、高负载、高可用系统设计、开发经验,具备独立架构设计系统能力，具备核心模块开发能力； ,6、具备较强业务方案理解能力，对架构技术敏感，代码质量意识强，有很强责任心和团队意识； ,7、有带领团队成功交付大项目经验，具备良好技术管理能力，具备良好开创力和执行力。,8、技术视野开阔，学习能力好，对业界新技术敏感，喜欢钻研，具有良好的学习能力并注重团队合作。,【有以下经验者优先】 ,1、有大型分布式、高并发、高负载、高可用性系统设计和稳定性经验；,2、大数据量业务处理的实践经验； ,3、分布式系统设计、开发经验；,4、拥有NLP开发经营的优先；,5、熟练使用Javascript，熟练使用jQuery、Nodejs、Requirejs、Angular.js，有Bootstrap使用经验；,6、熟悉RabbitMQ、RocketMQ等消息中间件，有Dubbo+Zookeeper微服务开发经验；,7、参与过互联网基础架构设计和基础服务组件研发（核心研发）；,8、有PMP项目管理证书；",1.8-2.8万/月,武汉-洪山区  |  8-9年经验  |  本科  |  招若干人  |  08-14发布,Java技术经理
北京睿科伦智能科技有限公司,,1.5-2万/月,上海-徐汇区  |  无工作经验  |  招1人  |  08-14发布,机器学习工程师
上海量锐信息科技有限公司,"量锐科技的金融数据业务主要着眼于针对各类金融机构（私募、券商、银行）市场提供对二级市场交易以及研究使用的各类金融数据。我们的主要技术成员都是国内外金融数据领域的专家，之前分别工作于IBM lab、中金所，以及MSCI、标普S&P。现在我们需要招募一名初级python工程师，主要要求如下：,岗位职责：,1、参与分布式爬虫系统的开发；,2、负责分布式数据分析平台的开发与维护；,3、负责数据可视化组件开发；,4、根据性能瓶颈对海量数据存储与分析算法进行优化。,任职要求：,1、计算机相关专业本科及以上学历，1~2年以上开发经验；,2、精通Python语言；,3、精通MongoDB/MySQL数据库；,4、优先条件： 熟悉Django框架；有网络编程经验；有文本挖掘、机器学习、数理统计背景；有分布式爬虫编写经验；有自然语言处理（NLP）经验。,我们提供给你的：,1、高于市场行情的薪酬；,2、交通便利且温馨舒适的办公地点；,3、一个与行业大神直接切磋的平台；,4、一群年轻向上想与你并肩作战的同事；,5、一位喜欢夸你、奖励你的老板。",1.2-1.8万/月,上海-黄浦区  |  2年经验  |  本科  |  招5人  |  08-14发布,Python开发工程师
上海卓领通讯技术有限公司,1.计算机相关专业，熟悉至少一门高级编程语言（Python/C/Java），并有一年以上实际开发经验；    2.有从事网络爬虫、网页去重、信息抽取、信息检索、web挖掘的经验，精通网页抓取原理及技术；    3.了解HBASE、NEO4J等NoSQL数据库，至少精通一种关系型数据库，熟悉机器学习算法和搜索引擎技术；    4.精通分词算法、NLP处理工具者优先；1.负责制定网站页面的抓取、清洗、分析；    2.参与文本挖掘分析，参与知识图谱数据资产的长期累积和运营工作；,1-1.5万/月,上海-静安区  |  无工作经验  |  招2人  |  08-14发布,爬虫工程师-西区
广州合摩计算机科技有限公司,"岗位职责：,1. 构建精准模型，处理文本分词、词性标注、实体识别，意图识别等相关工作；,2. 构建句法句法分析模型，并进行实体关系抽取；,3. 根据分类、聚类、相似度计算等算法对文本进行排序；,4. 对长文本进行隐语义、情感分析；,5. 根据注意力机制对长短文本关键字、摘要进行提取；,6. 建立领域语义理解算法模型；,7. 构建推荐算法模型；,8. 调研NLP前沿技术，提升现有模型的性能；,岗位要求：,1．计算机、数学、统计学、机器学习、模式识别、人工智能等相关专业硕士及以上学历；,2. 熟悉Java、Python等编程语言；,3. 具备机器学习、深度学习、NLP理论和技术基础，有2年以上的相关工作经验；,4. 熟悉使用TensorFlow或Pytorch等框架；,5. 熟悉seq2seq、GAN、TL等技术；,6. 能根据业界最新的研究成果提高现有模型的性能；,7. 对数据敏感、对技术敏感，有研究的意识和激情；,8. 优秀的分析和解决问题的能力，对挑战性问题充满激情，有较强的沟通能力，责任心和团队意识；,9. 有机器学习、深度学习、NLP相关专利、论文者优先；,10. 有推荐系统、问答系统、知识图谱项目经验优先；",20-30万/年,广州-天河区  |  无工作经验  |  招1人  |  08-14发布,自然语言算法工程师
南京大汉网络有限公司,"岗位职责：,1、  基于内部大数据平台进行开发工作；,2、  负责大数据平台的基础数据服务接口开发，包括数据提取、分析与结果整理；,3、  负责分布式数据平台框架下的数据架构设计与开发；,4、  完成领导交办的其他任务。, ,任职要求：,1、  全日制统招本科及以上学历，计算机相关专业，3年以上大数据开发经验；,2、  在文本分类、实体识别、关键词抽取、知识图谱、爬虫等文本分析、日志类分析相关领域从事过数据挖掘、大数据处理相关工作；,3、  有大规模分布式计算平台（Spark、Hadoop）的使用和并行算法开发经验；,4、  熟悉常用的数据挖掘和机器学习算法，对分类、聚类、深度学习等NLP有实践经验；,5、  能熟练调用现有深度机器学习框架者优先考虑（TensorFlow、Theano、Scikit—Learn，Deeplearning4j等）",1-2万/月,南京  |  无工作经验  |  招2人  |  08-14发布,大数据工程师
辉瑞（中国）研究开发有限公司,"工作职责:,Position Purpose:,Individuals filling the position listed are responsible for providing subject matter expertise in the management of the enterprise content management applications as well as associated change management and support activities for the Information Management, Operations Center of Excellence Content Management and Authoring system portfolio.  Acting as project manager or business analyst role to partner with Business Technology and Medical writers/authors/regulatory strategists to ensure timely system(s) data or document submission/creation integrity and compliance.,Primary Responsibilities:,?	Provide submission ready support and technology(s) to contribute to the overall quality and consistency of Pfizer submission documents.,?	Supports integration of content management/auto-authoring solutions into business processes ,?	Investigates solutions to operations’ issues and develops or contributes to written materials that communicate solutions and/or options to relevant stakeholders resulting in appropriate decisions.  ,?	Liaise with business and technical groups to define or gather business requirements, define new business and support processes or improve existing processes.,?	Liaise with business and technical groups to review impact assessments of business requirements and technical change which include the identification of processes and applications, required changes to these processes and applications, and alternatives to mitigate impact.,?	Support advanced authoring solutions to simplify and improve document creation. ,?	Gather metrics and generate standard reports regarding usage or support of Content Management/Auto-Authoring systems,?	Participate in Content Management /Auto-Authoring system release activities,?	Contribute as appropriate to overall training program for content management systems /Auto-Authoring systems and collaborate with business lines to ensure a consistent approach and minimal overlap with business process-specific training.,任职资格:,?	Minimum of 2 year document management experience and business processes in the pharmaceutical industry, including an understanding of the drug development process.,?	Bachelor’s degree in Life Science or related, Information or Library Science (Master’s degree preferred).,?	Basic knowledge of Pharmaceutical drug development environment and regulations.,?	Demonstrated customer relationship skills and capabilities and collaboration on teams.,?	Demonstrated ability to perform in a cross-functional environment. ,?	Strong verbal, written communication and presentation skills.,?	Ability to interact in a professional manner and build strong collaborative relationships with internal Pfizer teams.,?	Ability to interface with international colleagues, understand the “big picture” in terms of potential implications of changes to systems and processes to sites and/or affiliates outside of home country/region,?	Strong project management and organizational skills,?	Experience in business analysis, process design, text, data analytics, data sciences, content quality and automation (including AI, NLP, NLG and ML), or technical writing is a plus.",0.5-1万/月,武汉  |  2年经验  |  本科  |  招2人  |  08-14发布  |  英语良好,"Associate II, Information Manager"
中兴软创科技股份有限公司,"岗位职责：,1、具备深厚机器学习,数据挖掘,信息检索背景和分析理论知识和经验；,2、熟悉Linux平台的海量数据分布式存储、分布式计算；,3、精通常用的数据分析工具，有基于Hadoop的云计算平台，HBase及类似的NoSQL存储,MySQL,和BI系统等实践经验；,4、有较强的对业务理解与分析能力；,5、能独立完成数据分析结果的总结报告的编写和汇报尤佳。,岗位要求：,1、Unix/Linux操作系统下2年以上开发经验，数据挖掘领域2年以上开发经验。,2、能够基于开源大数据框架搭建分布式数据挖掘系统，熟悉Hadoop相关组件包括，Hdfs/HBase/Hive/ZooKeeper，熟练运用Storm/Spark/Mahout，有成功经验者优先；,3、熟悉SPSS，RapidMiner等数据挖掘工具。,4、熟悉常见的算法如K-NN算法，决策树算法，SVM算法等。,5、了解Python、Scala、R语言。,6、具有以下经验者优先：,1) 自然语言处理(NLP)相关；,2) 搜索引擎；,3) 信息检索处理相关领域；,4) 海量分布式系统数据处理相关；,5) 机器学习及模式识别相关领域；",1.2-2.4万/月,南京-江宁区  |  2年经验  |  本科  |  招若干人  |  08-14发布,算法工程师
南京途牛科技有限公司,"1、java 3年及以上开发经验，熟悉使用spring mvc、了解jvm原理优先；,2、熟悉常用消息中间件，缓存技术，通信框架优先；,3、有搜索引擎相关工作经验，熟悉开源全文搜索引擎solr,es等，熟悉lucene原理及相关排序模型算法优先；,4、了解NLP，熟悉分词工具ik,mmseg，了解基于统计和机器学习的分词算法优化，熟悉常用的分类聚类算法，相似度算法优先；,5、了解大数据处理，熟悉hadoop,hive,hbase,spark优先。",1.5-2.5万/月,南京-玄武区  |  3-4年经验  |  招5人  |  08-14发布,搜索平台高级工程师
深圳市芒柠科技有限公司,"【岗位职责】,1、利用NLP技术和文本挖掘构建大规模领域知识库；,2、基于知识图谱开发问答系统和基于场景的对话系统；,3、完成上级领导安排的其他工作。,【任职要求】,1、精通至少一种编程语言；,2、有大数据、机器学习，图片识别、语音识别中至少一种相关背景和经验；,3、熟悉分词、词性标注、实体识别、句法分析等，有情感分析、关系抽取和事件抽取经验者优先；,4、熟悉MaxEnt, CRF，SVM等经典机器学习算法和工具，有词向量、RNN, CNN和LSTM等深度学习经验者优先；,5、有问答系统和对话系统开发经验者优先。,【福利待遇】,1、薪资待遇：具有竞争力的薪酬和值得您期待的中长期回报。,2、工作时间：5天7.5小时，弹性上下班。,3、有薪假期：依法享有国家规定的各类有薪假期，入职时间满一年可享受带薪年假。,4、五险一金：入职即购五险一金。,5、员工活动：不定期举办形式多样的员工活动。,6、办公环境：舒适的办公环境，和谐愉快的工作氛围，热情友好的年轻团队。",1.5-2.5万/月,深圳-宝安区  |  2年经验  |  本科  |  招2人  |  08-14发布,人工智能研发工程师
深圳鹏锐信息技术股份有限公司,"工作职责：,1. 负责公司关联的具体业务数据的统计、分析、挖掘，及算法与模型的实现、调优；,2. 参与相关的机器学习模型与算法的研究，并应用到最终业务；,3. 协助开发人员实现模型、算法应用到业务系统的产品化落地。, ,任职要求：,1. 具有应用数学、统计学、信息技术或计算机技术相关专业本科以上学历（硕士以上优先）；,2. 3年以上算法设计和软件开发经验，从事与数据分析相关的算法类工作1年以上；,3. 能够熟练使用Python、c/c++、Java、R、Scala等语言中的至少一种，熟悉Linux环境；,4. 熟悉机器学习、数据挖掘分析的基本原理和流程，对常见的回归，分类，聚类算法，时间序列分析等，如LR，K-Means，决策树，GBDT，SVM等有深入理解，有相关的项目应用经验更佳；,5. 熟悉NLP, 深度学习，强化学习，并有相关项目经验者优先；,6. 了解Spark, Hadoop，Tensorflow等开源生态, 有一定的编程和工程实现能力，有相关项目经验的优先；,7. 善于分析和解决问题，良好的沟通与表达能力，有较强的英文资料阅读能力，富有想象力和学习能力。,8. 诚实守信，具有团队合作精神，强烈的责任心与主人翁心态，抗压能力强。,9. 有电力或能源领域相关行业数据分析经验者优先。,该岗位一经录用，待遇从优。,薪资待遇：,1、基本工资+绩效奖金；,2、综合医疗保险、失业保险、工伤保险、生育保险与养老保险；,3、住房公积金；,4、工作日提供餐补；,5、每一季度进行员工活动或员工聚餐；,6、带薪年假15天；,7、周末双休；,8、丰富多彩的员工文体活动；,9、其他补贴。",1.5-2万/月,深圳-南山区  |  无工作经验  |  招2人  |  08-14发布,算法工程师
北京华夏电通科技有限公司,"岗位职责：,1.参与数据处理架构的设计、研发工作；,2.参与核心业务及底层产品的构建，参与前后台代码编写。,3.参与情感分析、当事人画像、知识图谱、自然语言处理（NLP）工程实现。,任职要求：,1.硕士及以上学历，可接收实习生（解决北京户口），自然语言处理等AI相关方向优先。,2.了解常规机器学习算法、自然语言处理方法、知识图谱构建，有相关工作经历或实验室背景优先。,3.熟悉Java、Python、Shell脚本；熟悉Mysql等关系型数据库。,4.具备良好的团队合作意识，发挥主人翁精神。",0.7-1.4万/月,北京-海淀区  |  无工作经验  |  招2人  |  08-14发布,Java开发-应届硕士解决北京户口
中智成都签证服务有限公司,,0.9-1.8万/月,成都-武侯区  |  5-7年经验  |  招5人  |  08-14发布,图谱应用开发架构师
上海海伴商务咨询有限公司,"1、计算机相关硕士以上学历，2年以上数据分析、挖掘相关经验；,2、每天过亿条数据ETL；,3、熟悉NLP相关算法；,4、熟练运用python进行数据分析，熟悉Pandas、Numpy等；",1.5-3.5万/月,上海  |  2年经验  |  硕士  |  招5人  |  08-14发布  |  计算机科学与技术,数据挖掘工程师
上海高欣计算机系统有限公司,,1.5-2.5万/月,上海-浦东新区  |  3-4年经验  |  硕士  |  招1人  |  08-14发布,自然语言算法工程师（数据分析部）
寰宇优才教育科技（北京）有限公司,"（能力不足，但有Python开发意向者，可放宽要求提供实习岗位）,1.本科以上学历，有良好的数学基础和逻辑建模能力；,2.深入理解诸如回归、分类、聚类等机器学习领域的基本概念；,3.熟悉推荐引擎、自然语言处理、语音识别、图像识别、人脸识别、神经网络等人工智能领域的相关算法；,4.熟练掌握Python语言；,5.熟练使用Numpy、Scipy、Matplotlib、Pandas等数值计算库；,6.熟练使用sklearn、nlp、opencv等机器学习工具包；,7.具有一定的深度学习研发背景，熟悉至少一种深度学习框架，如：TensorFlow、Caffe、Theano、Keras、ConvNet、Torch等；,8.在至少一个领域有深入的研究，如：深度神经网络、语义分析、模式识别、机器视觉、量化金融等；,9.在强化学习领域有丰富的项目经验及算法实现能力者优先考虑；,10.善于分析问题、解决问题，具备丰富的想象力、卓越的学习能力和创造性思维能力，具有良好的团队协作精神，怀有推动人工智能不断发展的理想和使命感。",0.8-1万/月,北京-朝阳区  |  无工作经验  |  招6人  |  08-14发布,Python实习-机器学习方向
深圳智通财经信息科技服务有限公司,"岗位职责:,1、SaaS平台研发、优化和维护；,2、自动化资讯聚合平台研发，提升资讯编辑发布效率，推进资讯全面（完整）化；,3、监控决策平台研发，通过量化指标，结合大数据技术，提升监控决策质量；,职位要求:,1. 熟悉Python，掌握基本数据结构，熟悉标准数据库，认同Python设计理念；,2. 熟悉常见的Python框架，精通Scrapy，Redis，ElasticSearch，分布式爬虫优先；,3. 熟悉常见的数据库，熟练掌握Mysql，Mongodb，Redis者优先,4. 掌握Linux操作系统，熟悉ngin?x，WSGI,理解TCP,HTTP等网络协议；,5. 具有自然语言处理、文本聚类、舆情监测、情感分析相关研发经验优先；,加分项：,Full Stack工程师优先；熟悉云计算、大数据、监控相关技术优先；熟悉NLP、分布式爬虫、去重等技术优先；",1-2万/月,深圳  |  3-4年经验  |  大专  |  招1人  |  08-14发布,Python开发工程师
成都惠网远航科技有限公司,"1.3年及以上使用JAVA开发的经验，对于使用过的开源框架，能了解其原理和机制,2.熟悉Solr/Lucene/ElasticSearch搜索框架,3.掌握Linux 操作系统和大型数据库（Oracle、MySql），了解数据库基本原理,4.工作积极主动，逻辑思维清晰，有较强的责任心,5.加分项：参加过NLP项目",0.9-1.3万/月,成都-高新区  |  3-4年经验  |  大专  |  招2人  |  08-14发布,Java开发工程师30001(职位编号：30001)
富士康科技集团CNSBG事业群,"负责大数据团队人机互动系统，特别在图像识别，语义理解，语音识别，智能对话,特别在物联网为基础上，开发相关的AI智能算法,岗位要求:,(1)熟习并实作过深度学习(Deep Learning)算法如 CNN/RNN/LSTM等算法,(2)熟悉 AI相关算法，如Reinforcement learning (DQN/policy gradient methods),(3)熟悉非监督式学习算法，如VAE/GAN,(4)有声音影像实作经验尤佳,(5)具开发对话机器人，自然语言(NLP)相关经验尤佳,(6)曾发表AI/ML相关国际论文期刊经验尤佳,(7)本科及以上学历,5年以上相关工作经验",1-2万/月,深圳-南山区  |  5-7年经验  |  本科  |  招1人  |  08-14发布,AI深度学习工程师(IOT)
上海汇浦创业投资有限公司,,2-2.5万/月,上海-闵行区  |  无工作经验  |  本科  |  招1人  |  08-14发布,算法工程师
新华网股份有限公司,"职责描述：,1. 运用文本挖掘、NLP的理论和方法，对互联网内容进行挖掘，解决业务实际问题；,2. 根据业务需要，对文本挖掘、NLP的开源算法进行改进，并进行集成开发；,3. 参与大规模数据智能挖掘分析系统的架构设计和功能研发。,任职要求：,1. 研究生及以上学历；,2. 3年及以上相关工作经验，熟悉常用文本挖掘、NLP模型算法及开源工具；,3. 精通JAVA/Python编程语言和设计模式，熟练使用常用算法和数据结构，具备优良的编码能力，具有实际的工程经验；,4. 具有统计或数据挖掘背景，并对NLP/文本挖掘算法和理论有较深入的研究者优先；,5. 具有大规模数据挖掘分析系统架构经验者优先；,6. 具有机器学习、深度学习算法实现经验者优先；,7. 具有良好的学习能力，沟通能力和团队精神。",1.5-2万/月,北京-西城区  |  3-4年经验  |  本科  |  招1人  |  08-14发布,数据挖掘工程师（算法方向）
广州合立正通信息科技有限公司,"岗位职责：,1、负责数据产品的规划、设计，进行需求调研，撰写需求文档与生成产品设计原型，设计解决方案，对交互、视觉设计把关，与研发、技术、设计团队紧密配合；,2、收集产品需求、用户反馈跟进、项目进度跟进，持续对产品进行改进创新；,3、深度挖掘互联网产品数据分析需求，提供数据分析解决方案；,4、执行产品线的生命周期管理，推动产品相关工作，包括开发、上线、迭代、运营、推广等工作；,5、策划符合公司发展要求的应用及系统产品，并输出完整的产品方案，跟踪大数据应用市场动向，探索领域数据需求。,任职要求：,1、三年以上互联网公司产品管理、设计经验，有数据产品或商业产品和系统设计相关经验者优先。,2、对大数据行业应用有深刻认识和研究，具有数据分析和挖掘、机器学习、NLP等项目实施相关经验者优先。,3、具备需求调研、产品策划、原型设计、数据分析等产品相关工作能力；,4、精通Office、Visio、Axure、MindManager等工具软件的使用,5、熟悉大数据产品，有敏锐的直觉和良好的市场分析能力,6、良好的业务理解能力、沟通能力和文档写作功底；较强的自我驱动力、推动和协调能力，强烈的责任心和团队合作精神。",1-2万/月,广州-番禺区  |  3-4年经验  |  本科  |  招1人  |  08-14发布,大数据产品经理
广州森美浪贸易有限公司,"职位要求：,1、计算机相关专业硕士及以上学历。,2、有良好的java开发基础。,3、熟悉中文分词基本原理，并熟练使用相关工具，如：NLPIR 2014、stanford nlp segement等。,4、熟悉中文文本的特征抽取与特征选择算法。,5、熟悉文本的相关分类算法，如：KNN等；熟悉相关的聚类算法，如：K-means等。,6、熟悉基本的数据结构及算法。,7、了解spark graphx、neo4j等图数据存储。,8、有浅层语义分析（LSA）经验者优先。,9、开发过智能问答系统者优先。,10、有知识图谱构建经验者优先。,11、具备较强的沟通能力，具备良好的团队协作精神和有很强的学习能力和分析问题、善于解决具有挑战性的问题。,职位描述： ,1、负责知识图谱的相关研发工作。,2、负责知识库及智能问答模块相似度匹配。,3、负责中文文本相关的特征抽取、分类、聚类工作。,4、负责从网页数据中抽取有价值的信息。,5、负责与文本分类相关的文档编写、归档。",20-40万/年,广州-越秀区  |  无工作经验  |  硕士  |  招1人  |  08-14发布,自然语言处理工程师
融投世界科技有限公司,"职位描述：（工作地点：沈阳）,1、行业领域和相关通用领域的知识图谱构建，研发大规模知识图谱半自动/自动化构建方法；,2、负责知识图谱在人工智能系统(典型如对话系统、智能推荐及智能问答等)中的应用技术；,3、负责知识图谱的实体连接、关系抽取，知识推理，知识融合等相关工作；,4、追踪知识图谱前沿技术，结合业务需求，探索前沿技术并应用于实际业务。,职位要求： ,1. 硕士以上学历，计算机科学、数学、统计学等相关专业，相关算法专业博士优先；,2. 2年以上知识图谱，NLP实际项目工作经验，扎实的实际编程经验；,3. 熟悉RDF, 以及NLP的各种算法，包括但不限于文本分类、信息抽取、知识库构建、主题词标引等；,4. 具备成熟的分析建模能力，包含不限于，抽样调查、机器学习、统计分布、贝叶斯哲学、实验设计、统计检验；,5. 熟悉机器学习的各类算法，熟悉深度学习在NLP中的应用，并有实际项目使用经验； ,6. 具备良好的计算机编程能力，包含不限于，数据库（SQL）、并行计算、大数据解决方案（Hadoop\Spark\AWS）、编程语言（R、Python）；,7. 具备相当的自驱力，有好奇心，对数据数学有浓厚的兴趣，对行业知识的掌握程度有足够的宽度和深度，有足够的创造力，并具备终身学习的能力和习惯；,8. 较强的沟通能力和逻辑表达能力，具备以身作则的团队领导力与以公司大局为重的合作精神，乐观主动能够率领团队进行快速学习以及难关攻克。",1.2-3万/月,沈阳-和平区  |  无工作经验  |  招1人  |  08-14发布,高级行业数据分析师/Leader
中联重科总部,"1、负责工程机械海量数据的抓取、抽取、消重、分类、聚类、过滤等架构设计；,2、负责采用NLP/Machinelearning等技术构建高可用数据模型；负责机器学习算法设计、分析、模型训练；,3、展开基于机器学习/深度学习的工程机械人工智能（智能分析与商业决策）等相关领域研究和开发；,4、负责从事深度学习框架搭建、包括语义识别、文本挖掘等算法和系统研发。,1、计算机技术、统计、数学等相关专业，参与过大型系统数据分析，具备1年及以上的大数据处理、数据建模等相关工作经验；,2、有扎实的计算机基础，熟悉常用数据结构、算法、设计模型；,3、至少熟练掌握Python/Java/C++其中一种语言，良好的编程能力；熟练掌握Oracle、MySql中至少一种数据库系统,4、精通Hadoop\Hbase\Spark等大数据技术，熟悉爬虫/搜索算法，有过海量数据爬虫/搜索系统设计经验者优先；,5、熟悉基本的NLP概念和算法，有分类/聚类等机器学习经验者优先",1-1.5万/月,长沙-岳麓区  |  无工作经验  |  本科  |  招2人  |  08-14发布,大数据分析工程师(职位编号：ZOOMLION001557)
广州群友信息科技有限公司,"工作职责：,应用NLP、深度学习、个性化推荐等技术，针对海量数据进行建模，挖掘潜在商业价值；,相关数据挖掘/机器学习任务的选型、实现与优化；,任职要求：,2年及以上相关工作经验，计算机、数学相关专业研究生及以上学历；,具有良好的逻辑思维能力，能够从海量数据中发现有价值的规律；,熟悉Java、Python等编程语言，对数据结构和算法设计有为深刻的理解；,熟悉大规模数据挖掘、机器学习、自然语言处理、分布式计算等相关技术；,良好的团队合作精神，较强的沟通能力。优秀的分析和解决问题的能力，对挑战性问题充满激情。",1-2万/月,广州-番禺区  |  2年经验  |  招2人  |  08-14发布,机器学习工程师
深圳市云之讯网络技术有限公司,"岗位职责：, 1.负责客服行业在线客服产品的产品规划、市场调研、竞品分析、需求分析、产品设计等；, 2.负责产品管理，协调内外部资源，把控产品质量，推动产品实施落地；, 3.关注和研究行业、整理和分析竞品动态，制定产品计划；,岗位要求：,1.全日制本科及以上学历，计算机相关专业优先；,2.有互联网产品设计运营经验，有完整参与管控产品全流程；,3.掌握产品设计基本理论、流程，熟悉产品设计流程；,4.精通产品设计工具，如Axure、Visio、思维导图等软件；,5.善于沟通和协调资源，拥有良好的团队协作能力；,6.对人工智能、NLP、知识图谱等新技术和理念有一定认识和理解；,7.呼叫中心行业从业者优先；,8.有IM，视频，或在线客服相关产品研发经验者优先。",1.2-2万/月,深圳-南山区  |  3-4年经验  |  本科  |  招1人  |  08-14发布,产品经理(在线人工智能方向)
碧桂园机器人公司,"岗位职责：,1.从事机器学习、深度学习在工厂自动化，模型提取，物体分类、匹配系统等领域的研究和开发工作；,2.负责深度学习平台和框架的搭建工作，包括算法实现及系统研发；,3.负责OCR、视觉、NLP的算法设计、开发和服务上线；,4.负责深度学习算法的设计和实现，规划最具商业价值的技术方向，结合业界先进研究成果解决检测、分类、分割、检索等基本问题；,5.负责设计和训练计算机视觉各个领域算法模型，并实现模型的优化、量化、加速、部署，支撑CloudBU线上的视觉服务；,6.支持公司相关产品在深度学习领域的研究；,7.相关模型和算法的理论研究、信息检索和专利申请。,岗位要求：,1.研究生或重点院校本科及以上学历，博士优先，计算机、人工智能、自然语言、模式识别、机器学习、数学等相关专业，具备良好的英语阅读能力，有三年以上相关工作经验或人工智能工作经验者优先；,2.有良好的数学基础和编程能力，熟悉Python、C/C++、SHELL等编程语言，并至少精通一种；,3.熟悉机器学习、模式识别、人脸检测及识别等领域的相关算法(如逻辑回归、SVM、神经网络、CNN, 决策树、贝叶斯，Gradient Boost，KNN，K-Means等)；,4.熟悉深度学习算法 （如CNN, RNN,LSTM、attention、seq2seq等）或者经典机器学习算法（LR、GBDT、Boosting、LDA、Learning2rank等聚类、分类、推荐算法）；熟悉至少一种深度学习训练工具（Caffe/Theano/Keras/ConvNet/TensorFlow/Torch等），或了熟悉目标检测、物体识别技术之一，熟悉对应算法的应用场景和优化方法；,5.精通数据结构、数据处理、人工智能算法和设计，熟悉图像／视频分析（如物体检测，物体识别，场景理解，行为分析 ，语义分割，OCR等）的相关算法，或熟悉自然语言处理、知识表示及推理、问答系统、机器翻译等相关算法，能够对算法进行验证和实现；,6.熟悉Tensorflow、Caffe、mxnet、Hadoop、Spark等开源平台，有实际开发经验者优先；,7.有科研能力并有成果发表在国际***会议期刊者或者有潜高专利者优先； ,8.具备深度学习、机器学习在工厂自动化、物体分类、大数据等方面的研发和项目经验者优先；,9.有较强的逻辑思维能力和动手能力，良好的编程和文档编写习惯，有强烈的持续自我学习能力和意愿，善于学习新的知识，乐于发现、分析和解决复杂问题；,10.具备良好的沟通、表达与协调能力，具备良好的团队合作意识，较强的责任感及进取精神；,11.对机器人行业有较高的热情，具备较强的抗压能力，喜欢相关研发工作。",2-5万/月,佛山-顺德区  |  3-4年经验  |  本科  |  招5人  |  08-14发布  |  英语良好,人工智能算法工程师
安徽富驰信息技术有限公司,"1、负责语言理解、意图识别、知识图谱、命名体识别等相关算法的研究和开发；,2、负责特定领域的自然语言处理、信息抽取开发；,3、交付的其他任务。,任职要求：,1、计算机、数学或统计等相关专业，自然语言处理方向2年以上研究或工作经验；,2、熟练掌握中文分词标注、文本分类、语言模型、知识库挖掘等NLP 相关算法；,3、良好的编程能力，精通 Java/Python编程语言；,4、能够分析并解决语义理解，信息抽取等产品问题；,5、熟悉开源搜索及深度学习项目，如 Lucene，elasticsearch、Tensorflow等；,6、具备中英文学术论文的调研能力，有从事研究型项目的经历；,7、良好的沟通和团队合作能力。",1.2-2.4万/月,合肥  |  2年经验  |  本科  |  招1人  |  08-14发布,自然语言处理工程师
上海九筹投资有限公司,"1、熟练使用至少一门编程语言：Java/Python/C++等，有较强的程序代码开发能力；,2、熟悉机器学习/深度学习/人工智能相关算法。,技能要求：,1、协助负责NLP相关算法的开发和实现，参与算法优化和性能评估；,2、 熟悉知识图谱构建，对命名实体识别、实体关系抽取有相关经验者优先；,3、有良好的面向对象分析、设计能力，规范的编程风格和良好文档习惯；,4、有较强的的学习能力与责任心，严谨的工作作风，喜欢学习新技术，有探索求知精神。",0.5-2万/月,上海  |  2年经验  |  硕士  |  招3人  |  08-14发布  |  英语一般  |  数学与应用数学 信息与计算科学,自然语言处理工程师
