company,jobrequest,salary,tags,title 
南昌航天广信科技有限责任公司,,1-1.5万/月,广州  |  无工作经验  |  招10人  |  08-13发布,安卓系统工程师
成都米粒乐享人力资源管理有限公司,"工作职责： ,1.从事游戏相关自然语言处理、语音识别、语音助手等相关工程研发工作；,2.将研究成果与算法工程化，如搭建接口服务、研发SDK等工作。,岗位要求： ,1.计算机或相关专业，重点本科以上学历，硕士优秀应届生亦可；,2.具备NLP/机器学习理论和技术基础，有2年以上的相关工作经验；,3.具备较强的编码与算法能力，熟悉C/C++、Java、Python、R等至少一种语言 ；,4.有较强的沟通能力及团队协作能力；,5.有自然语言处理研发实践者优先，有接口服务或SDK研发经验者优先。",40-50万/年,广州-天河区  |  1年经验  |  本科  |  招2人  |  08-13发布  |  计算机科学与技术 软件工程,高级自然语言研发工程师
深圳市鑫灏源精密技术股份有限公司,"产品研发中心是公司新成立的部门，由资深的IT产品总监领导，立足于智能硬件产品的开发自研、配套的内容生态及交互社区建设以及成熟产品的品牌建设及市场营销工作。产品方向为AI语音交互的智能穿戴设备。,我们专注于最前沿的音频传输技术及AI技术运用，以技术为基础，整合硬件、软件、算法、社区为一体打造产品与服务，以用户需求场景为导向，以创造有温度的科技产品为宗旨的创新型科技单位。,上班地址：,岗位责任：,任职条件：,1.计算机及相关专业，具有三年以上iOS、Android平台开发经验；,2.熟悉iOS、Android开发技术，能够独立完成开发，解决验证和修正测试中发现的问题；,3.熟悉软件开发流程,熟悉Android/iPhone/iPad应用开发流程；,4.具备扎实的C/C++、Objective-C编程基础及良好的编程习惯；,5.熟悉HTML5CSS3，熟悉webService、HTTP协议开发，交互，即时通讯等技术；,6.具备语音识别交互类APP开发经验者优先；,7.有良好的面向对象分析、设计能力和良好文档习惯；,8.学习能力强，思维敏捷,喜欢钻研、具有独立分析问题和解决问题的能力；,9.具备良好的沟通协调能力团队协作能力。",1-2万/月,深圳-南山区  |  3-4年经验  |  大专  |  招1人  |  08-13发布,软件工程师
深圳市大道智创科技有限公司,"1.负责机器人语音交互系统的研发工作；,2.负责第三方语音服务的集成工作；,3.跟踪业内最新的语音识别相关技术情况，并进行相关技术研究。,1.能够对接第三方的语音识别/语音合成等算法研究成果；,2.能够基于第三方商业公司提供的服务，做语音系统集成；,3.熟练掌握java与安卓环境开发，编程能力强，极佳的工程实现能力；,4.一年以上语音相关研发工作经验；,5.具有良好的沟通能力和团队合作精神；,6.本科及以上学历。",0.8-1.5万/月,深圳-南山区  |  2年经验  |  本科  |  招1人  |  08-13发布,语音交互工程师
华服环球集团有限公司,"1、按照学校要求的课程内容进行授课；,2、课前课后认真备课，持续学习，提高自己的教学质量，对学员满意度负责；,3、完成教务经理安排的教研任务；,4、遵守教师管理规范，努力做到零投诉、零教学事故。,1、本科以上学历，数学、统计学、计算机专业等，1年以上机器学习，深度学习开发工程师，大数据分析师等；,2、有人脸识别、语音识别、推荐算法等项目实践经验优先；,3、有教学经验者优先；,4、热爱以教学的方式进行知识技能传播，热爱学生；,5、平时工作注重细节，态度认真负责。",1.8-3.5万/月,上海-静安区  |  1年经验  |  本科  |  招2人  |  08-13发布,深度学习应用开发工程师讲师
重庆小康工业集团股份有限公司,,1-1.5万/月,北京-海淀区  |  5-7年经验  |  博士  |  招1人  |  08-13发布  |  英语熟练 普通话,计算机视觉算法工程师
上海瑞眼科技有限公司,"1、负责大数据的挖掘及分析，人工智能（深度学习）等相关领域的研发和算法实现；,2、带领研发团队，开发基于自然语义处理、语音识别、大数据的人工智能产品；,3、负责建立公司文献库和资源库；,4、帮助公司建立和完善人工智能研发平台和标准化研究流程；,5、负责新产品的预研及开发。,1、本科及以上学历，计算机、数学相关专业，3年以上编程经验，熟悉了解各种机器学习算法；,2、熟练掌握Python语言，熟悉sklearn、Tensorflow或pyTorch等机器学习框架,3、有大数据/AI/ML经验者优先；,4、有个人技术博客/github/stackoverflow，有个人独立App或网站作品，有软硬件结合经验、有云平台使用经验优先考虑；,5、性格坚定，善于思考，责任心强。",50-60万/年,上海-杨浦区  |  3-4年经验  |  本科  |  招2人  |  08-13发布,人工智能工程师
上海帝仪科技有限公司,"岗位职责：,1，负责脑电信号的去噪算法/特征算法/机器学习算法的优化。,2，负责音频降噪算法优化，提升语音识别准确率。,3，跟踪、研究脑机交互/人工智能等领域的进展和前沿技术、创新。,任职要求：,1，要求,相关专业背景的硕士；,2，熟练掌握信号处理常用方法，比如数字滤波，傅里叶变换，小波变换，移动中值滤波等。,3，能熟练运用常用机器学习算法,。,4，音频降噪算法，要求精通各种音频降噪技术，如谱减法，自适应滤波等语音增强技术。,5，有1年以上的,等相关项目经验。,6，有较强的抗压能力和新技术学习激情，勇于接受挑战；有良好的团队合作精神；",1.5-2万/月,上海-徐汇区  |  2年经验  |  本科  |  招2人  |  08-13发布,算法工程师-音频降噪
广东尚通科技发展有限公司,"岗位职责：,1.了解并收集客户信息，与客户沟通建立文案模型；,2.详细了解客户需求后编写AI话术，需做到逻辑清晰，内容丰富，尽量满足客户需求；,3.配合客户梳理编写企业知识库，不断扩充多口语化问法，提升电话机器人的交互能力；,4.跟进客户的日常使用状况，及时解答客户的使用问题，并实时优化电话机器人交互话术。,任职要求：,1.具备一定的文字功底和逻辑思维能力；,2.具有较强的客户服务意识，亲和力强，商务交流能力强，具有独立解决问题的能力；,3.具有较强的自我激励意识，能够不断探索提高客户满意度；,4.对人工智能产品有浓厚的兴趣；,5.专科及以上学历，优秀应届毕业生亦可。,：,小笨智能(北京慧闻科技有限公司)成立于2016年3月，公司与清华大学智能技术与系统国家重点实验室共同研发基于自然语言处理技术(NLP)为核心的人工智能(AI) 引擎， AI引擎具备智能问答、知识图谱表示、情感分析等文本大 数据挖掘与分析能力，并融合了人脸识别、语音识别与语音合成技术，具备多模态的信息处理能力。,以AI引擎为核心，面向在线智能 信息化服务需求，研发了线上智能问答系统、智能电话机器人;面向实 体服务机器人的应用需求，研发了服务机器人交互平台、服务机器 人硬件平台，并具备独立的硬件研发及生产能力。,智能客服、智能服务机器人、智能服务生态支撑平台、智能音箱、智能车载语音助手、智能呼叫中心。,官网：www.ibenrobot.com ",4-8千/月,深圳-龙华新区  |  无工作经验  |  招10人  |  08-13发布,AI话术训练师
广东铂亚信息技术有限公司,"工作内容：,1.负责公司人脸识别，计算机视觉，模式识别，图像处理等前沿算法的研究，并负责算法的实现，优化，移植与维护；,2.负责收集训练样本集并对训练样本集整理，研究，测试；,任职要求：,1、全日制本科及以上学历，模式识别/人工智能/数学/计算机相关专业，研究生：1-2年，本科生：3-5年； ,2、具备扎实的基础理论，熟悉Deep DNN/CNN理论，了解深度学习发展趋势和业界动态； ,3、具备丰富的实践经验，熟悉各种深度神经网络模型，并掌握相关实现及优化方案，对Caffe，TensorFlow等深度学习框架至少一种有深入理解和实践，熟练掌握调参策略，有多机多卡分布式集群开发部署经验者优先； ,4、具有较强编程能力，熟练使用  C++， python，熟悉linux开发环境，有 CUDA经验更佳； ,5、对视频内容理解、图像识别、语音识别、自然语言理解、 高性能计算中的至少一个领域有丰富的实际经验； ,6、数学基础扎实，学习能力强，能独立分析并解决问题； ,7、有人脸识别算法开发经验。,8、在业界具影响力的公开竞赛获奖者或在重要期刊上有深度学习相关论文发表者优先。",1.5-2.5万/月,广州-番禺区  |  3-4年经验  |  本科  |  招2人  |  08-09发布,算法工程师
,,,,
成都无糖信息技术有限公司,,0.8-1.6万/月,成都-高新区  |  无工作经验  |  本科  |  招若干人  |  08-09发布,机器学习算法工程师(职位编号：1)
北京缘聘信息技术有限责任公司,,2.5-3万/月,北京  |  无工作经验  |  本科  |  招1人  |  08-09发布,高级研发工程师
欧普杰科技（大连）有限公司,您将加入OpenJaw的创新项目组Project X。运用创新思维及前沿科技，参与研发能够引领旅游科技行业的新产品。,1.5-2.5万/月,大连-高新园区  |  5-7年经验  |  本科  |  招若干人  |  08-09发布  |  英语熟练,创新工程师（社交媒体）
苏州博田自动化技术有限公司,"农业采摘机器人、移动机器人系统总体方案研究；,搭建基于,的机器人结构与机构建模、控制、仿真、测试、分析及评价的系统总体框架；,在实现运动控制的基础上，结合视觉传感、激光三维扫描、红外感应、超声传感、声音识别等传感器，进行,系统下的驱动编写、数据采集和处理；,在真实非结构化的环境实现农业机器人自定位与导航、路径规划、果实识别、语音识别、避障、操作物体等，根据产品需求进行相关算法代码的编写和研发；,针对不同农作物的末端操作机械手机构及控制系统开发；,能独立完成软件系统及模块的编码及测试；,负责编制与项目相关的技术文档；,承担相关联科技项目的研发；,热爱研发工作，能吃苦耐劳，有团队合作精神，沟通能力强。,岗位要求：,机械工程、机械电子工程、电子、通信、计算机或相关专业,硕士研究生或具有,年相关经验的本科生；,具备,上位机编程经验，具备独立编程的能力，有嵌入式系统硬件开发经验优先；,具备丰富的,系统、机器人操作系统（,）使用经验优先；,进行过相关运动控制器、驱动器或嵌入式系统开发经验者优先；,苏州相城区澄阳路116号阳澄湖国际科创园 ,联系电话：18962193826",1-1.5万/月,苏州-相城区  |  无工作经验  |  硕士  |  招1人  |  08-06发布,机器人系统研发工程师
深圳势必可赢科技有限公司,,1.5-2.5万/月,深圳-南山区  |  3-4年经验  |  本科  |  招2人  |  08-07发布,解决方案工程师/经理
锐迪科微电子（上海）有限公司,,1-3万/月,天津  |  无工作经验  |  招3人  |  08-07发布,算法工程师
国电南瑞深圳研发中心,"岗位职责：,1.负责公司人工智能架构分析（技术选型、技术架构风险识别、技术实现工作量评估）、架构设计以及架构重构；,2. 负责调研分析业内人工智能技术现状及发展方向；,3. 负责预研人工智能相关使用技术领域，包括但不限于图像识别、语音识别、自然语言处理等；,4. 指导算法工程师高效工作。,任职要求：,1. 本科以上学历，计算机、数学、统计学、机器学习、仪器仪表等相关专业毕业，在人工智能，机器学习，数据挖掘，模式识别中的任一方向有三年以上工作经验； ,2. 熟悉和掌握C/C++、Java语言的开发，具有至少一门脚本语言（shell,python)开发的经验，熟悉Tensorflow、Caffe等架构平台；,3. 参与过至少一个中大型的人工智能相关的框架研究与开发；,4. 有良好的逻辑思维能力和分析问题能力，对数据敏感，能够发现关键数据，抓住核心问题，对解决具有挑战性的问题充满激情；,5. 有带领团队经验优先考虑。",,深圳-南山区  |  无工作经验  |  招2人  |  08-07发布,人工智能架构师
北京网络职业学院,"岗位职责：, ,1.       负责机器学习/人工智能课程体系设计和完善；,2.       负责机器学习/人工智能课程的讲授；,3.       负责Python机器学习部分的研究工作； ,4.       带领学员参加实训并指导学员完成实操项目；,5.       根据学生及市场需要，高质量完成授课任务；,6.       结合技术发展的发展变化，实时改进教学方法，完善教学体系；,7.       完成课程辅导工作，解答学员课程疑问，保证学员的学习质量；,8.       参与教学项目案例研发工作，配合完成相关的教学资料的研发工作；,9.       根据学校教学发展方向对课程体系进行研讨；,10.   团队安排的其它相关工作。, ,职位要求： , ,1.         大专或以上学历，计算机相关专业，扎实的计算机基本功及数学基础，品行端正，无不良嗜好，不抽烟饮酒；,2.         熟悉至少一种深度学习常用框架，如TensorFlow，PyTorch。在机器学习、智能决策、自然语言处理、语音识别、图像识别等领域有研究或项目经历优先；,3.         熟悉机器学习常用算法和原理，如线性回归、逻辑回归、SVM、kmeans、决策树等； ,4.         熟悉至少一种深度学习模型 如CNN、RNN、KNN等，并掌握相关优化方案； ,5.         具有较强编程能力，熟练使用python； ,6.         数学基础良好，熟悉线性代数，概率论与数理统计，矩阵分析，最优化理论，凸优化，数学分析，泛函分析等；, ",1.8-2.5万/月,北京-房山区  |  5-7年经验  |  大专  |  招1人  |  08-06发布,机器学习/人工智能讲师
上海贽匠智能科技有限公司,"岗位职责：,1、 从事智能机器人软件开发；,2、 参与软件需求分析，进行模块设计，代码编写，单元测试等工作，对软件质量负责；,3、 负责软件模块代码的维护和优化改进，相关软件新技术预研，方案设计；,任职要求：,1、 通信、自动化、计算机及相关专业，本科以上学历，英语四级以上，能熟练阅读英文相关专业文献；,2、 熟悉VC++语言，C/S模式软件开发；,3、 熟悉OpenGL、OpenCV语言，开发过相关项目；,4、 具有较强的分析、学习及创新能力，具有严谨的工作态度，能够承受压力；,5、 具有良好的沟通能力和团队合作精神；,6、 有图像处理、语音识别项目经验者优先录取；,7、 对机器人研发有着浓厚兴趣志同道合的应聘者优先录取；",1-1.5万/月,上海-闵行区  |  3-4年经验  |  本科  |  招1人  |  08-06发布,智能机器人软件工程师
维音数码（上海）有限公司,"   职位定位：,此岗位为总部（上海）招聘，负责AI开发团队的组建和管理，组织AI产品需求分析、设计、关键AI算法的开发和测试工作，确保产品设计开发符合运营需求。 ,岗位职责：,   1.负责AI开发团队的组建和管理；,     2.负责应用机器学习、深度学习 、自然语言处理、图像语音识别、智能决策等相关核心技术，并参与相关项目研发工作；,     3.软件产品研发，能根据需求，设计和开发产品功能，并参加单元、集成测试；,     4.协助团队完成开发任务，协助项目实施工作以及项目的技术支持工作；,     5.遵守产品团队规范，保护公司信息安全。 ,任职要求：,   1.三年以上AI开发经验 ；,     2.掌握人工智能领域的专业知识，并能熟练应用于人工智能相关软件开发；,     3.对机器学习，深度学习，自然语言处理，语义分析，上下文环境分析，情绪分析，图像语音识别等人工智能核心算法及运用有深入了解及实践；,     4.熟悉常用的深度学习主流算法和框架，熟悉大数据处理和挖掘； ",2.5-5万/月,上海-浦东新区  |  5-7年经验  |  本科  |  招1人  |  08-07发布  |  计算机科学与技术 软件工程,AI开发经理-自然语言
富士康科技集团富连网,"岗位职责：,1.智慧門店、无人门店IT技术方案規劃；,2.智能監控方案規劃；,3.人臉/語音識別及應用規劃;, 任职要求：,1. 熟悉人臉、語音識別基本原理、產品及應用；,2. 熟悉智能監控、智慧門店等整體解決方案；,3. 对新零售IT技术有前瞻性；,4. 有相關行業、領域工作經驗優先；,5. 良好的沟通能力及团队合作的特质。",1.8-3万/月,深圳-龙华新区  |  5-7年经验  |  本科  |  招2人  |  08-08发布  |  英语良好  |  计算机科学与技术 数学与应用数学,智能識別及应用顾问
中移在线服务有限公司,"职位描述:, 1、强化智能语音算法自有能力掌握，新型算法技术追踪，形成在线公司自有语音算法能力沉淀，规范化输出，语音算法能力在生产项目上的落地支撑。,      2、语音识别，声纹识别，语音合成，语音情绪识别等算法性能提升的工作；,      3、语音识别模型性能改进及解码算法性能提升，引擎系统架构改进的工作；,      4、语音识别引擎，声纹识别引擎，语音合成引擎及语音情绪识别引擎等引擎系统调优及生产需求的算法接口对接实施；  ,任职要求：,1、具备深度学习知识背景，熟悉kaldi,tensorflow,cntk等至少一个主流的语音深度学习框架；,      2、熟悉C/C++ ，java至少一种编程语言，熟悉某一种或几种脚本语言（shell、python）；,      3、具备语音信号处理领域相关基础知识，熟悉HMM，GMM，n-gram，LSTM，WFST，Viterbi等相关原理；,      4、熟悉语音算法相关接口封装，引擎架构部署，具备多节点并行训练经验。  ",15-30万/年,上海  |  无工作经验  |  本科  |  招若干人  |  08-08发布,语音算法工程师
广州恒康信息科技有限公司,,0.6-1万/月,广州-黄埔区  |  2年经验  |  本科  |  招2人  |  08-08发布,新技术研究及应用
招商银行股份有限公司信用卡中心,,3-4万/月,上海  |  5-7年经验  |  本科  |  招若干人  |  08-08发布,机器学习技术经理
华讯方舟科技有限公司,"岗位职责：,1.计算机视觉、语音识别、文本分析、信号处理等相关算法的设计、开发与调试，并记录全部流程；,2.前沿人工智能算法的跟踪、实现与优化，并完成技术文档，实现算法规范化管理；,3.整理项目需求数据，完成数据清理及结构化，按要求归类数据，形成优质的算法测试集，完成算法测试，并以文档形式记录整个流程，实现规范化管理。,任职要求：,1.研究生及以上学历，计算机、应用数学、物理、统计等相关专业；,2.掌握常见的计算机视觉、图像处理、机器学习、信号处理等算法，并能完成代码实现；,3.具备扎实的编程基础，熟悉常用数据结构与算法；,4.熟练使用Python，使用Opencv、Opencl等数据库者优先，具有深度学习框架搭建能力者优先；, 5.具有较强的文献阅读和算法实现者优先，有过SLAM或目标跟踪/检测等项目经历者优先，具备深度学习项目经验者优先，开源社区参与者和贡献者优先。",1.5-2.5万/月,深圳  |  3-4年经验  |  硕士  |  招2人  |  08-08发布,高级算法工程师—太赫兹
上海研究院,"学历要求：全日制统招本科及以上学历,专业要求：计算机、数学、统计等相关专业,岗位职责：,1. 承担人工智能相关领域应用研究以及技术解决方案提供；,2. 承担人工智能算法和产品的开发和实现；,3. 承担人工智能（如深度学习框架）平台搭建；,4. 承担人工智能模型和产品的测试，解决产品的现网部署和运行过程中出现的问题；,5. 完成上级交办的其他工作。,应聘资格要求：,1. 2019年全日制大学本科及以上学历毕业生，取得相应学位；,2. 技术要求（至少具备以下1项）：,a) 熟悉UNIX/Linux系统；,b) 掌握至少一门计算机开发语言（如java，C++，python等）；,c） 有一定的算法和数据结构基础；,d) 具有较强的数理统计分析能力；,3. 能力要求：,a) 具有较强的学习能力；,b) 具有较好的沟通表达能力；,c) 具有较强的分析解决问题能力；,d) 熟练的英文听说读写能力；,e) 对人工智能与主要领域业务结合具有洞察能力。,4. 具有以下实践经验者优先：,a) 熟悉Caffe/TensorFlow/Theano/Torch等一种或几种主流深度学习框架；,b) 在一个或多个人工智能相关领域有深入研究及实际操作经验：人脸识别、图像检测、图像分类、语音识别、文本语义分析、深度学习、强化学习等；,5. 愿意长期与企业共同成长，并努力实现个人价值。",,上海  |  无工作经验  |  本科  |  招5人  |  08-08发布,人工智能应用研发工程师
深圳市微纳集成电路与系统应用研究院,,1.5-3.5万/月,深圳-南山区  |  无工作经验  |  硕士  |  招1人  |  08-08发布  |  英语熟练,算法工程师-音频方向
北京中星微电子有限公司,,0.9-2万/月,珠海-横琴新区  |  3-4年经验  |  本科  |  招4人  |  08-08发布,嵌入式软件工程师
上海航空电器有限公司, ,,上海  |  无工作经验  |  招5人  |  08-08发布,语音语义算法工程师
锦程国际物流集团股份有限公司,"职位描述（工作内容和主要职责）：,1.负责强化学习，深度学习领域的算法模型研发工作。,2.结合现有业务，探索机器学习尤其是深度学习算法模型以及应用场景，并提供全面的技术解决方案。,职位要求：,                                ,1.精通至少一种或多种编程语言，如Python，JAVA，C/C++等；,  2.有以下领域之一的研发经验：机器学习，人工智能，自然语言处理，机器翻译，语音识别等。,  3.熟悉常用的深度学习框架之一，如Tensorflow，Theano，CNTK，Deeplearning4J，Caffe，Torch等。,  4.有NLP经验（word2vec,fasttext）优先。,  5.熟悉Anaconda，Numpy，Sklearn，Django，Flask,  6.有丰富的linux开发经验，以及分布式并行或GPU（CUDA或者OpenCL）优化经验,  7.具备良好的团队沟通能力，与强烈的责任心和积极主动的工作态度。,  8.能够阅读英文技术文档或者论文，有较强的算法分析和实现能力。,  9.有深度强化学习经验优先。 ",0.7-1万/月,大连-中山区  |  无工作经验  |  本科  |  招1人  |  08-09发布,物流网 软件工程师（AI方向）
辽宁牛万教育信息咨询有限公司,"寻找有意愿在互联网和人工智能行业谋求职业发展的人才；,自学能力强，实际操作能力强；,了解熟悉常用外挂脚本和图片处理、语音识别、文本OCR等应用软件；,有C语言基础，能编写程序；,不看学历，只看能力，只看实际操作能力；,不看学历，不看身高，不看颜值，不看口才，只看能力，只看实际操作能力；,中专（职高）以上学历；,薪资待遇：3000-10000元/月,工作地址：皇姑区海丽德大厦B座2301,咨询电话：024-31510595,                                        ,欢迎主动登门叨扰试工，海投简历者勿投。",1-1.5万/月,沈阳  |  无工作经验  |  中技  |  招5人  |  08-09发布,系统维护工程师
网宿科技股份有限公司,"岗位职责,1、 根据业务需求，开展AI算法/模型的选择和优化，指导数据工程师准备数据，参与模型训练与评估，指导软件开发工程师实现平台算法、模型的工程化和服务化；,2、 指导业务部门使用平台模型，负责业务领域自有AI模型的构建和训练；,3、 研究和探索大数据和AI前沿理论和具体技术，结合业务应用诉求，主导AI平台算法和模型的技术规划和对已有应用算法和模型的效果评估。,岗位要求,1、 至少在一个AI应用领域有长期实践经验：机器翻译、语音识别、图像识别、人机对话、自动驾驶、数据挖掘等。,2、 能结合行业最新成功实践和自有业务的关键诉求，研发行业AI平台或应用；,3、 具备良好的跨团队沟通协调能力，有良好的团队合作精神。,专业知识要求：,1、 计算机、数学、统计学、大数据等相关专业硕士以上学历；,2、 精通至少一门语言，Java/C++/Python/Matlab/R等，具有扎实的代码功底和实战能力；,3、 熟悉流行的AI学习开源工具，如Tensorflow、CNTK、Keras、MXNet、caffe、Torch、Theano等中至少一种；,4、 熟悉机器学习原理与算法，对监督学习、强化学习、深度学习等领域有扎实的理论功底。",2.5-5万/月,厦门  |  8-9年经验  |  硕士  |  招3人  |  08-09发布,AI技术专家
湖南优浪语音科技有限公司,"1、从事语义知识表示、语义挖掘、文本摘要和自动对话等相关研发工作；,2、参与大规模知识库、本体库及知识图谱的构建；,3、提高词法分析、句法分析、文本分类、文本摘要等NLP技术的性能。,1、本科及以上学历，计算机或数学专业；,2、具有丰富的自然语言处理专业知识，熟练掌握各种数据挖掘的算法与技术；,3、熟悉自然语言处理、机器学习、模式识别等常用算法，对NLP方向有浓厚兴趣；,4、熟练掌握下列一种以上的编程语言：C/C++, Python, Java；,5、熟悉深度学习开源平台如：TensorFlow，PyTorch, Caffe，CNTK等，并具备相关平台开发经验；,6、熟悉信息检索概念，如文本挖掘 （分类、聚类、摘要、结构化信息提取）、中文信息处理 （如分词与词性标注、命名实体识别、信息抽取系统、问答系统等）、知识系统等方面的研究与开发经验；,7、熟悉语音识别技术及Kaldi优先。",0.6-1.2万/月,长沙  |  无工作经验  |  本科  |  招2人  |  08-09发布,自然语言处理工程师
青岛智能产业技术研究院,"1. 参与商业、行业、科技等各方向情报应用语音助理的研发工作,2. 负责在各情报系统语音助理中搭建语音识别（ASR）、语音听写、语音合成、命令词识别等系统与相关模块,3. 负责对语音识别、合成等效果的模型优化,1. 计算机、统计、数学及相关专业本科及以上学历,2. 熟悉语音信号处理/语言模型/模式识别/统计分析的相关背景知识，有相关实战项目经验者优先,3. 熟悉常用的编程语言（如Python、Java、C++等）中至少一种,4. 有APP开发经验者优先,5. 思路清晰，主动性强，有很强的自我驱动力与快速学习能力,责任心强，能承受工作压力，良好的沟通交流能力，能迅速融入团队",0.6-1.2万/月,青岛-城阳区  |  1年经验  |  本科  |  招1人  |  08-09发布,语音工程师
福建星网锐捷通讯股份有限公司,"岗位职责：,1.负责智能家居产品的设计以及硬件测试以及装备的开发，包括原理图设计、PCB布局、电器元器件选型等；,2.参与智能家居的无线通信、语音识别等技术的预研工作等；,3.参与硬件产品项目规划工作，制定具体项目实施方案；,4.从事硬件产品的研发、调试、集成、维护和管理；,任职要求：,1.自动化、电子信息、机械电子相关专业，本科以上学历；,2. 能够独立设计原理图、完成PCB布板、调试、焊接等工作；,3. 熟悉常用单片机，如51,PIC,ARM等；,4、具备熟练的PCB Layout基础，能熟练使用Protel/Altium Designer, OrCAD等设计工具;,5、良好的团队精神和沟通协调能力，动手能力强；",0.6-1.5万/月,福州  |  2年经验  |  本科  |  招若干人  |  08-09发布,硬件工程师
成都理想境界科技有限公司,"1.负责研究、跟踪Deep Learning领域的前沿算法及框架；,2.为公司产品线部署大规模Deep Learning计算平台； ,3.应用Deep Learning技术，针对语音、图像、视频等数据进行建模分析，为相关产品提供智能化支持，推动业务发展。, ,任职要求：,1、模式识别/人工智能/数学/计算机相关专业，硕士及以上学历；,2、熟悉各种深度神经网络模型，并掌握相关实现及优化方案；,3、有Deep Learning实战经验，精通至少一种常用框架，有多机多卡分布式集群开发部署经验者优先；,4、具有较强编程能力，熟练使用至少一种脚本语言（python/shell等），有C++开发经验，熟悉linux开发环境，有MPI、CUDA经验更佳；,5、对计算机视觉、语音识别、高性能计算中的至少一个领域有强烈兴趣；,6、正直诚信、有责任感、有激情，学习能力强，能独立分析并解决问题。",1.2-2万/月,成都-高新区  |  无工作经验  |  硕士  |  招5人  |  08-09发布,算法工程师
重庆可兰达科技有限公司,"工作职责：,1、负责大数据和AI商业化产品的研发和交付；,2、了解客户需求，按期保质完成研发计划；,3、协助解决方案团队，完成客户化方案的实施； ,4、协助运维团队，保障已交付产品的运营和服务。,任职要求：,1、精通Linux和C/C++、PHP/Python、Java等一种或几种编程语言；,2、本科或以上计算机相关专业，3年技术开发经验，1年以上相关工作经验；,3、熟悉研发管理和质量管理流程，有云计算产品或SaaS服务交付经验；  ,4、能独立完成模块开发和交付工作；,5、有高并发、大容量后台服务设计经验；,6、熟悉云计算及大数据相关技术；,7、有大数据、机器学习，图片识别、语音识别中至少一种相关背景和经验；,8、有新一代应用设计、开发和运维经验，例如Container、Kubernetes 、DevOps、CD/CI等；,9、具备良好的沟通表能力及团队协作精神、有较强的主动性、责任心与执行能力。",10-30万/年,重庆  |  3-4年经验  |  本科  |  招1人  |  08-09发布,大数据和人工智能高级开发工程师
东方易城网络科技有限公司,"1、与方案架构师合作，PoV、POC开发，利用新技术做解决方案（大数据、人工智能等）；,   演示系统设计；,   将从pov/poc中学到的所有经验教训；,   在需要的时候与其他团队或第三方进行交流；,   使用Java或node.js开发小型演示程序；,2、为项目提供解决方案交付和服务；,   帮助新技术发布与运用，如Cloud, Container, Node.js； ,   数据库(PostgreSQL,MS SQL Server)设计；,   技术故障排除；,3、参加每周的解决方案评估会议，审查解决方案和设计，记录会议记录，跟踪行动项目等；,4、测试新技术的技术可行性；,任职要求：,1、本科学历（或以上）计算机科学或同等学历。,2、5年以上的开发人员或技术主管工作经验；,3、2年以上node.js的开发经验；,4、熟练使用：node.js、Java、Web API（soap/restful）、VPN and etc.；,5、熟悉：PostgreSQL、Microsoft SQL、Hadoop等等。,6、对设计模式（MVC、微服务等）有很好的理解；,7、良好的沟通能力和很强的团队合作精神；,8、良好的英语读写能力和英语口语水平；,9、良好的中英文记录能力；,加分技能：,1、2年以上Java开发经验；,2、熟悉云解决方案（iaas/paas/saas）；,3、有公共云的企业解决方案（AWS、Azure等）；,4、有私有云的经验比如Red Hat OpenShift；,5、具有与人工智能相关的技术，如语音识别、聊天机器人、图像识别等；",1.5-2.5万/月,上海-静安区  |  5-7年经验  |  大专  |  招若干人  |  08-09发布  |  英语精通,Node.js + Java开发技术支持
武汉市威鹏科技有限公司,"任职要求：,1、在人工智能领域，包括机器学习、深度学习、智能控制、大数据挖掘、数学等方面有深入研究和工作,2、具备图像处理、文本语义分析、语音识别基础理论和算法知识，熟悉机器学习、模式识别等方面的知识,3、熟悉Python、Java、Scala等编程技术,4、有较强的沟通能力,岗位要求： ,1、全日制大学本科及以上学历，计算机科学、数学专业毕业，有从事人工智能开发或技术支持2年以上工作经验,2、能独立撰写项目大数据需求分析文档，为项目范围、技术、产品提供依据，并根据对客户需求分析后进行技术讲解和交流； ,3、熟悉行业大数据技术架构和业界主流开源大数据产品， 熟悉大数据处理架构HadoopHbasesparkstorm等运作的内部机制能够根据业务需要合理设计架构； ,4、具备较强的沟通、协调能力和语言书面表达能力，为人诚信，责任心强，能承受压力，有良好团队合作精神； ,5、熟悉政务、教育、医疗、金融或有业务咨询背景者优先； ,6、熟悉开发和数据库技术者优先",1-1.5万/月,武汉  |  2年经验  |  招1人  |  08-09发布,人工智能售前工程师
